Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO
N?  2212903-A/2212903/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Flor do Campo,NOVO ORIENTE,203442,Ponto FLC - 01 Amost. 51.257,COGERH,UN BPA / COGERH,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2452,0,50,50,10000000,20/02/2019,20/02/2019,0
N?  2212909-A/2212909/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Barra Velha,INDEPENDÊNCIA,212701,PONTO BAV - 01 Amost. 51.261,COGERH,COGERH - UN BPA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2453,0,158,158,10000000,21/02/2019,21/02/2019,0
N?  2212907-A/2212907/UN-BSC,UN-BSC,Água Bruta,COGERH,Tomada d'água do açude,Açude Cupim,INDEPENDÊNCIA,239623,Ponto CUP-01,COGERH,COGERH/UNBPA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2454,0,130,130,10000000,21/02/2019,21/02/2019,0
N?  2175193-A/2175193/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço,GUARACIABA DO NORTE,326871,Sítio Várzea Redonda,SISAR,SISAR/UNBPA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2476,0,"86,89","86,89",10000000,11/03/2019,12/03/2019,0
N?  2179516-A/2179516/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Próximo à captação,Açude Carnaubal,CRATEÚS,217281,Açude Carnaubal - S.D.O,UNBPA-CRATEUS,UN-BPA - CRATEÚS,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2583,0,"101,87","101,87",1000000,07/04/2019,07/04/2019,0
N?  2179520-A/2179520/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Próximo à captação,Barragem do Batalhão,CRATEÚS,217881,Barragem do Batalhão - S.D.O,UNBPA-CRATEUS,UN-BPA - CRATEÚS,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2584,0,"42,94","42,94",1000000,07/04/2019,07/04/2019,0
N?  2212963-A/2212963/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço,PORANGA,286742,Ponto POR-012 - N. Amostragem 51.293,COGERH,COGERH/UNBPA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2591,0,2,2,10000000,09/04/2019,09/04/2019,0
N?  2212965-A/2212965/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço,PORANGA,286742,Ponto POR-052 Nº Amostragem 51.295,COGERH,COGERH/UNBPA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2592,0,"57,92","57,92",10000000,09/04/2019,09/04/2019,0
N?  2212967-A/2212967/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço,PORANGA,286742,Ponto POR-025 Nº Amostragem 51.294,COGERH,COGERH/UNBPA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2593,0,"12,98","12,98",10000000,09/04/2019,09/04/2019,0
N?  2213003-A/2213003/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço Tubular,CRATEÚS,286762,Ponto CPI-01 Amostragem 51.303,COGERH,COGERH/UNBPA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2594,0,"89,88","89,88",10000000,10/04/2019,10/04/2019,0
N?  2213005-A/2213005/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço Tubular,CRATEÚS,286762,Ponto CPI-03 N Amostragem 51.305,COGERH,COGERH/UNBPA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2595,0,"102,87","102,87",10000000,10/04/2019,10/04/2019,0
N?  2213007-A/2213007/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço Tubular,CRATEÚS,286762,Ponto CPI-04 Nº Amostragem 51.306,COGERH,COGERH/UNBPA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2596,0,"119,84","119,84",10000000,10/04/2019,10/04/2019,0
N?  2213009-A/2213009/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço Tubular,CRATEÚS,286762,Ponto CPI-05 Nº Amostragem 51.307,COGERH,COGERH/UNBPA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2597,0,"148,81","148,81",10000000,10/04/2019,10/04/2019,0
N?  2213068-A/2213068/UN-BSC,UN-BSC,Água Bruta,COGERH,Tomada d'água do açude,Açude João José de Castro,SUCESSO,239624,PONTO SUC-01 Nº Amostragem 51.274,COGERH,COGERH/UNBPA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2668,0,"68,14","68,14",10000000,23/04/2019,23/04/2019,0
N?  2213070-A/2213070/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Barragem do Batalhão,CRATEÚS,223961,Ponto BBA-01 Nº Amostragem 51.270,COGERH,COGERH,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2669,0,"34,07","34,07",10000000,23/04/2019,23/04/2019,0
N?  2213073-A/2213073/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Jaburu II,INDEPENDÊNCIA,212641,PONTO JB2-01 Nº Amostragem 51.250,COGERH,COGERH / UNBPA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2670,0,"114,24","114,24",10000000,24/04/2019,24/04/2019,0
N?  2213076-A/2213076/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Carnaubal,CRATEÚS,203443,Ponto CRN-01 Nº Amostragem 51.240,COGERH,UN BPA / COGERH,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2671,0,"86,18","86,18",10000000,24/04/2019,24/04/2019,0
N?  2213078-A/2213078/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Jaburu I,TIANGUA,203401,Ponto JB1-10 Nº Amostragem 51.284,COGERH,UN BPA / COGERH,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2691,0,"32,13","32,13",10000000,30/04/2019,30/04/2019,0
N?  2147529-A/2147529/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Tomada d'água do açude,Açude São Francisco,CRATEÚS,172007,SDO (Represa),UNBPA-CRATEUS,UNBPA - CRATEÚS,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2274,0,0,Ausente,1000000,08/01/2019,08/01/2019,0
N?  2147531-A/2147531/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Tomada d'água do açude,Açude São Francisco,CRATEÚS,154456,SDO - Balneário,UNBPA-CRATEUS,UNBPA - Crateús,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2275,0,0,Ausente,1000000,08/01/2019,08/01/2019,0
N?  2147533-A/2147533/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Tomada d'água do açude,Açude São Francisco,CRATEÚS,189865,SDO - Parede do açude,UNBPA-CRATEUS,UN-BPA - CRATEÚS,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2276,0,0,Ausente,1000000,08/01/2019,08/01/2019,0
N?  2212783-A/2212783/UN-BSC,UN-BSC,Água Bruta,COGERH,Tomada d'água do açude,Açude João José de Castro,SUCESSO,239624,Ponto SUC-01 Amost. 51273,COGERH,COGERH/UNBPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2366,0,0,Ausente,10000000,29/01/2019,29/01/2019,0
N?  2212792-A/2212792/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Barragem do Batalhão,CRATEÚS,223961,Ponto BBA-01 Amost. 51.269,COGERH,COGERH,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2367,0,0,Ausente,10000000,29/01/2019,29/01/2019,0
N?  2212808-A/2212808/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Jaburu,UBAJARA,328862,Ponto JB1-10 - Amost.51281,COGERH,COGERH/UNBPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2369,0,0,Ausente,10000000,30/01/2019,30/01/2019,0
N?  2212895-A/2212895/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Carnaubal,CRATEÚS,203443,Ponto CRN - 01 - Amost. 51.237,COGERH,UN BPA / COGERH,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2370,0,0,Ausente,10000000,31/01/2019,31/01/2019,0
N?  2212890-A/2212890/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Jaburu II,INDEPENDÊNCIA,212641,Ponto JB2-01 Amost. 51.249,COGERH,COGERH / UNBPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2371,0,20,20,10000000,31/01/2019,31/01/2019,0
N?  2212899-A/2212899/UN-BSC,UN-BSC,Água Bruta,Particular,Tomada d'água do açude,Açude São José III,IPAPORANGA,203445,Ponto SJ3 - 01 Amost. 51.233,COGERH,UN BPA / COGERH,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2450,0,52,52,10000000,19/02/2019,19/02/2019,0
N?  2212905-A/2212905/UN-BSC,UN-BSC,Água Bruta Classe 2,Completa,Tomada de água do açude,Açude Colinas,QUITERIANÓPOLIS,286282,Ponto COL-01 Amost. 51.253,COGERH,COGERH/UNBPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2451,0,36,36,1000000,20/02/2019,20/02/2019,0
N?  2212903-A/2212903/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Flor do Campo,NOVO ORIENTE,203442,Ponto FLC - 01 Amost. 51.257,COGERH,UN BPA / COGERH,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2452,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2212909-A/2212909/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Barra Velha,INDEPENDÊNCIA,212701,PONTO BAV - 01 Amost. 51.261,COGERH,COGERH - UN BPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2453,0,14,14,10000000,21/02/2019,21/02/2019,0
N?  2212907-A/2212907/UN-BSC,UN-BSC,Água Bruta,COGERH,Tomada d'água do açude,Açude Cupim,INDEPENDÊNCIA,239623,Ponto CUP-01,COGERH,COGERH/UNBPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2454,0,0,Ausente,10000000,21/02/2019,21/02/2019,0
N?  2175193-A/2175193/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço,GUARACIABA DO NORTE,326871,Sítio Várzea Redonda,SISAR,SISAR/UNBPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2476,0,0,Ausente,10000000,11/03/2019,12/03/2019,0
N?  2179516-A/2179516/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Próximo à captação,Açude Carnaubal,CRATEÚS,217281,Açude Carnaubal - S.D.O,UNBPA-CRATEUS,UN-BPA - CRATEÚS,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2583,0,0,Ausente,1000000,07/04/2019,07/04/2019,0
N?  2179520-A/2179520/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Próximo à captação,Barragem do Batalhão,CRATEÚS,217881,Barragem do Batalhão - S.D.O,UNBPA-CRATEUS,UN-BPA - CRATEÚS,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2584,0,0,Ausente,1000000,07/04/2019,07/04/2019,0
N?  2212963-A/2212963/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço,PORANGA,286742,Ponto POR-012 - N. Amostragem 51.293,COGERH,COGERH/UNBPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2591,0,0,Ausente,10000000,09/04/2019,09/04/2019,0
N?  2212965-A/2212965/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço,PORANGA,286742,Ponto POR-052 Nº Amostragem 51.295,COGERH,COGERH/UNBPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2592,0,0,Ausente,10000000,09/04/2019,09/04/2019,0
N?  2212967-A/2212967/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço,PORANGA,286742,Ponto POR-025 Nº Amostragem 51.294,COGERH,COGERH/UNBPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2593,0,0,Ausente,10000000,09/04/2019,09/04/2019,0
N?  2213003-A/2213003/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço Tubular,CRATEÚS,286762,Ponto CPI-01 Amostragem 51.303,COGERH,COGERH/UNBPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2594,0,0,Ausente,10000000,10/04/2019,10/04/2019,0
N?  2213005-A/2213005/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço Tubular,CRATEÚS,286762,Ponto CPI-03 N Amostragem 51.305,COGERH,COGERH/UNBPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2595,0,0,Ausente,10000000,10/04/2019,10/04/2019,0
N?  2213007-A/2213007/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço Tubular,CRATEÚS,286762,Ponto CPI-04 Nº Amostragem 51.306,COGERH,COGERH/UNBPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2596,0,0,Ausente,10000000,10/04/2019,10/04/2019,0
N?  2213009-A/2213009/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço Tubular,CRATEÚS,286762,Ponto CPI-05 Nº Amostragem 51.307,COGERH,COGERH/UNBPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2597,0,0,Ausente,10000000,10/04/2019,10/04/2019,0
N?  2213068-A/2213068/UN-BSC,UN-BSC,Água Bruta,COGERH,Tomada d'água do açude,Açude João José de Castro,SUCESSO,239624,PONTO SUC-01 Nº Amostragem 51.274,COGERH,COGERH/UNBPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2668,0,0,Ausente,10000000,23/04/2019,23/04/2019,0
N?  2213070-A/2213070/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Barragem do Batalhão,CRATEÚS,223961,Ponto BBA-01 Nº Amostragem 51.270,COGERH,COGERH,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2669,0,0,Ausente,10000000,23/04/2019,23/04/2019,0
N?  2213073-A/2213073/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Jaburu II,INDEPENDÊNCIA,212641,PONTO JB2-01 Nº Amostragem 51.250,COGERH,COGERH / UNBPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2670,0,0,Ausente,10000000,24/04/2019,24/04/2019,0
N?  2213076-A/2213076/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Carnaubal,CRATEÚS,203443,Ponto CRN-01 Nº Amostragem 51.240,COGERH,UN BPA / COGERH,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2671,0,0,Ausente,10000000,24/04/2019,24/04/2019,0
N?  2213078-A/2213078/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Jaburu I,TIANGUA,203401,Ponto JB1-10 Nº Amostragem 51.284,COGERH,UN BPA / COGERH,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2691,0,0,Ausente,10000000,30/04/2019,30/04/2019,0
N?  2147529-A/2147529/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Tomada d'água do açude,Açude São Francisco,CRATEÚS,172007,SDO (Represa),UNBPA-CRATEUS,UNBPA - CRATEÚS,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2274,0,0,Ausente,1000000,08/01/2019,08/01/2019,0
N?  2147531-A/2147531/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Tomada d'água do açude,Açude São Francisco,CRATEÚS,154456,SDO - Balneário,UNBPA-CRATEUS,UNBPA - Crateús,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2275,0,0,Ausente,1000000,08/01/2019,08/01/2019,0
N?  2147533-A/2147533/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Tomada d'água do açude,Açude São Francisco,CRATEÚS,189865,SDO - Parede do açude,UNBPA-CRATEUS,UN-BPA - CRATEÚS,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2276,0,0,Ausente,1000000,08/01/2019,08/01/2019,0
N?  2212783-A/2212783/UN-BSC,UN-BSC,Água Bruta,COGERH,Tomada d'água do açude,Açude João José de Castro,SUCESSO,239624,Ponto SUC-01 Amost. 51273,COGERH,COGERH/UNBPA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2366,0,0,Ausente,10000000,29/01/2019,29/01/2019,0
N?  2212792-A/2212792/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Barragem do Batalhão,CRATEÚS,223961,Ponto BBA-01 Amost. 51.269,COGERH,COGERH,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2367,0,0,Ausente,10000000,29/01/2019,29/01/2019,0
N?  2212808-A/2212808/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Jaburu,UBAJARA,328862,Ponto JB1-10 - Amost.51281,COGERH,COGERH/UNBPA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2369,0,0,Ausente,10000000,30/01/2019,30/01/2019,0
N?  2212895-A/2212895/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Carnaubal,CRATEÚS,203443,Ponto CRN - 01 - Amost. 51.237,COGERH,UN BPA / COGERH,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2370,0,0,Ausente,10000000,31/01/2019,31/01/2019,0
N?  2212890-A/2212890/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Jaburu II,INDEPENDÊNCIA,212641,Ponto JB2-01 Amost. 51.249,COGERH,COGERH / UNBPA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2371,0,0,Ausente,10000000,31/01/2019,31/01/2019,0
N?  2212899-A/2212899/UN-BSC,UN-BSC,Água Bruta,Particular,Tomada d'água do açude,Açude São José III,IPAPORANGA,203445,Ponto SJ3 - 01 Amost. 51.233,COGERH,UN BPA / COGERH,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2450,0,0,Ausente,10000000,19/02/2019,19/02/2019,0
N?  2212905-A/2212905/UN-BSC,UN-BSC,Água Bruta Classe 2,Completa,Tomada de água do açude,Açude Colinas,QUITERIANÓPOLIS,286282,Ponto COL-01 Amost. 51.253,COGERH,COGERH/UNBPA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2451,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2212903-A/2212903/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Flor do Campo,NOVO ORIENTE,203442,Ponto FLC - 01 Amost. 51.257,COGERH,UN BPA / COGERH,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2452,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2212909-A/2212909/UN-BSC,UN-BSC,Água Bruta,Completa,Tomada d'água do açude,Açude Barra Velha,INDEPENDÊNCIA,212701,PONTO BAV - 01 Amost. 51.261,COGERH,COGERH - UN BPA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2453,0,0,Ausente,10000000,21/02/2019,21/02/2019,0
N?  2212907-A/2212907/UN-BSC,UN-BSC,Água Bruta,COGERH,Tomada d'água do açude,Açude Cupim,INDEPENDÊNCIA,239623,Ponto CUP-01,COGERH,COGERH/UNBPA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2454,0,0,Ausente,10000000,21/02/2019,21/02/2019,0
N?  2175193-A/2175193/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço,GUARACIABA DO NORTE,326871,Sítio Várzea Redonda,SISAR,SISAR/UNBPA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2476,0,0,Ausente,10000000,11/03/2019,12/03/2019,0
N?  2179516-A/2179516/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Próximo à captação,Açude Carnaubal,CRATEÚS,217281,Açude Carnaubal - S.D.O,UNBPA-CRATEUS,UN-BPA - CRATEÚS,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2583,0,0,Ausente,1000000,07/04/2019,07/04/2019,0
N?  2179520-A/2179520/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Próximo à captação,Barragem do Batalhão,CRATEÚS,217881,Barragem do Batalhão - S.D.O,UNBPA-CRATEUS,UN-BPA - CRATEÚS,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2584,0,0,Ausente,1000000,07/04/2019,07/04/2019,0
N?  2212963-A/2212963/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço,PORANGA,286742,Ponto POR-012 - N. Amostragem 51.293,COGERH,COGERH/UNBPA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2591,0,0,Ausente,10000000,09/04/2019,09/04/2019,0
N?  2212965-A/2212965/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço,PORANGA,286742,Ponto POR-052 Nº Amostragem 51.295,COGERH,COGERH/UNBPA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2592,0,0,Ausente,10000000,09/04/2019,09/04/2019,0
N?  2212967-A/2212967/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço,PORANGA,286742,Ponto POR-025 Nº Amostragem 51.294,COGERH,COGERH/UNBPA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2593,0,0,Ausente,10000000,09/04/2019,09/04/2019,0
N?  2213003-A/2213003/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço Tubular,CRATEÚS,286762,Ponto CPI-01 Amostragem 51.303,COGERH,COGERH/UNBPA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2594,0,0,Ausente,10000000,10/04/2019,10/04/2019,0
N?  2213005-A/2213005/UN-BSC,UN-BSC,Água Bruta,Completa,Saída do poço,Poço Tubular,CRATEÚS,286762,Ponto CPI-03 N Amostragem 51.305,COGERH,COGERH/UNBPA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",2595,0,0,Ausente,10000000,10/04/2019,10/04/2019,0
