Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO
N?  2192563-A/2192563/UN-BSC,UN-BSC,Água Bruta,Semestral,Saída do poço,PT - 21,TAMBORIL,289502,"Loteamento Tamboril Vile, s/n, Vila Olga",UNBPA-TAMBORIL,UN-BPA - TAMBORIL,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2728,0,212,212,10000000,22/05/2019,22/05/2019,0
N?  2192565-A/2192565/UN-BSC,UN-BSC,Água Bruta,Semestral,Saída do poço,PT - 23,TAMBORIL,289502,"Loteamento Tamboril Vile, s/n, Vila Olga",UNBPA-TAMBORIL,UN-BPA - TAMBORIL,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2729,0,380,380,10000000,22/05/2019,22/05/2019,0
N?  2192568-A/2192568/UN-BSC,UN-BSC,Água Bruta,Semestral,Saída do poço,PT - 28,TAMBORIL,316959,SDO - Lagoa Grande,UNBPA-TAMBORIL,UN-BPA - TAMBORIL,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2730,0,235,235,10000000,22/05/2019,22/05/2019,0
N?  2192572-A/2192572/UN-BSC,UN-BSC,Água Bruta,Semestral,Saída do poço,PT - 34,TAMBORIL,324287,SDO - BABOSA,UNBPA-TAMBORIL,UNBPA - TAMBORIL,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2731,0,181,181,10000000,22/05/2019,22/05/2019,0
N?  2192580-A/2192580/UN-BSC,UN-BSC,Água Bruta,Semestral,Saída do poço,PT - 35,TAMBORIL,324287,SDO - BABOSA,UNBPA-TAMBORIL,UNBPA - TAMBORIL,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2732,0,182,182,10000000,22/05/2019,22/05/2019,0
N?  2192584-A/2192584/UN-BSC,UN-BSC,Água Bruta,Semestral,Saída do poço,PT - 36,TAMBORIL,324287,SDO - BABOSA,UNBPA-TAMBORIL,UNBPA - TAMBORIL,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2733,0,184,184,10000000,22/05/2019,22/05/2019,0
N?  2192586-A/2192586/UN-BSC,UN-BSC,Água Bruta,Semestral,Saída do poço,PT - 37,TAMBORIL,324287,SDO - BABOSA,UNBPA-TAMBORIL,UNBPA - TAMBORIL,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2734,0,183,183,10000000,22/05/2019,22/05/2019,0
N?  2213259-A/2213259/UN-BSC,UN-BSC,Água Bruta,Particular,Tomada d'água do açude,Açude Barra Velha,INDEPENDÊNCIA,203482,Ponto BV - 01 - Nº Amostragem 51.262,COGERH,UN BPA / COGERH,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2738,0,152,152,10000000,28/05/2019,28/05/2019,0
N?  2213257-A/2213257/UN-BSC,UN-BSC,Água Bruta,COGERH,Tomada d'água do açude,Açude Cupim,INDEPENDÊNCIA,239623,Ponto CUO-01 - Nº Amostragem 51.266,COGERH,COGERH/UNBPA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2739,0,104,104,10000000,28/05/2019,28/05/2019,0
N?  2197709-A/2197709/UN-BSC,UN-BSC,Água Tratada Saída Sistema,Semestral,Torneira do laboratório operacional,"Poços Tubulares, Poços Amazonas",MONSENHOR TABOSA,197941,ETA Monsenhor Tabosa,UNBPA-MONSENHOR TABOSA,UN-BPA - MOSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2740,0,"556,76","556,76",1000000,29/05/2019,29/05/2019,0
N?  2197711-A/2197711/UN-BSC,UN-BSC,Água Tratada Rede de Distribuição,Semestral,Torneira de entrada,"Poços Tubulares, Poços Amazonas",MONSENHOR TABOSA,327874,"Rua Hermógenes Marques de Pinho, nº 851, Jucás",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2741,0,548,548,1000000,29/05/2019,29/05/2019,0
N?  2197713-A/2197713/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Amazonas 4,MONSENHOR TABOSA,294682,"Rua Hemógenes Marques de Pinho, Jucás",UNBPA-MONSENHOR TABOSA,UN-BPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2742,0,"496,5","496,5",10000000,29/05/2019,29/05/2019,0
N?  2197715-A/2197715/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Amazonas 05,MONSENHOR TABOSA,294682,"Rua Hemógenes Marques de Pinho, Jucás",UNBPA-MONSENHOR TABOSA,UN-BPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2743,0,"495,3","495,3",10000000,29/05/2019,29/05/2019,0
N?  2197717-A/2197717/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 1,MONSENHOR TABOSA,324463,"Rua Antônio Vitorino, s/n, Carrapicho - próximo ao Clóvis",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2744,0,498,498,10000000,29/05/2019,29/05/2019,0
N?  2197719-A/2197719/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 2,MONSENHOR TABOSA,324464,"Rua Antônio Vitorino,s/n, - na esquina com a rua Conj. Artur Cavalcante de Melo",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2745,0,524,524,10000000,29/05/2019,29/05/2019,0
N?  2197721-A/2197721/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 4,MONSENHOR TABOSA,324466,"R Antônio Vitorino, s/n, Carrapicho - próx. ao Condomínio Jardins da Serra",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2746,0,482,482,10000000,29/05/2019,29/05/2019,0
N?  2197723-A/2197723/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 5,MONSENHOR TABOSA,324467,"R. Antônio Vitorino, s/n, Carrapicho - próx. à rua Anastácio Cassemiro",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2747,0,412,412,10000000,29/05/2019,29/05/2019,0
N?  2197725-A/2197725/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 6,MONSENHOR TABOSA,324468,"R João Pamplona, s/n, Carrapicho (com rua 20 de Janeiro - viz. ao Ultragás)",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2748,0,578,578,10000000,29/05/2019,29/05/2019,0
N?  2197727-A/2197727/UN-BSC,UN-BSC,Água Bruta,Semestral,Torneira de saída do poço,Poço Tubular 7,MONSENHOR TABOSA,324468,"Rua João Pamplona, s/n, Carrapicho (com rua 20 de Janeiro - viz. ao Ultragás)",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2749,0,574,574,10000000,29/05/2019,29/05/2019,0
N?  2197729-A/2197729/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 08,MONSENHOR TABOSA,324468,"R. João Pamplona, s/n, Carrapicho (com rua 20 de Janeiro - viz. ao Ultragás)",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2750,0,564,564,10000000,29/05/2019,29/05/2019,0
N?  2197731-A/2197731/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 9,MONSENHOR TABOSA,310804,"Rua Francisco Santiago Silva, s/n, Trizidela",UNBPA-MONSENHOR TABOSA,UN-BPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2751,0,600,600,10000000,29/05/2019,29/05/2019,0
N?  2197733-A/2197733/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 10,MONSENHOR TABOSA,320368,"S.D.O. - 47, Massapê",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2752,0,416,416,10000000,29/05/2019,29/05/2019,0
N?  2197735-A/2197735/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 11,MONSENHOR TABOSA,324472,"SDO 49, s/n, Massapê",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2753,0,458,458,10000000,29/05/2019,29/05/2019,0
N?  2197737-A/2197737/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 14,MONSENHOR TABOSA,310804,"Rua Francisco Santiago Silva, Trizidela",UNBPA-MONSENHOR TABOSA,UN-BPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2754,0,606,606,10000000,29/05/2019,29/05/2019,0
N?  2197739-A/2197739/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 15,MONSENHOR TABOSA,310823,"Rua do Canal, s/n, Carrapicho",UNBPA-MONSENHOR TABOSA,UN-BPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2755,0,514,514,10000000,29/05/2019,29/05/2019,0
N?  2197741-A/2197741/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 16,MONSENHOR TABOSA,318158,"Rua Francisco Araújo Chaves, Centro",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2756,0,460,460,10000000,29/05/2019,29/05/2019,0
N?  2197743-A/2197743/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 17,MONSENHOR TABOSA,294682,"Rua Hemógenes Marques de Pinho, Jucás",UNBPA-MONSENHOR TABOSA,UN-BPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2757,0,476,476,10000000,29/05/2019,29/05/2019,0
N?  2197745-A/2197745/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 18,MONSENHOR TABOSA,294682,"Rua Hemógenes Marques de Pinho, Jucás",UNBPA-MONSENHOR TABOSA,UN-BPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2758,0,446,446,10000000,29/05/2019,29/05/2019,0
N?  2197747-A/2197747/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 19,MONSENHOR TABOSA,318161,"Rua Manoel Valdivino, Centro",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2759,0,432,432,10000000,29/05/2019,29/05/2019,0
N?  2197749-A/2197749/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 24,MONSENHOR TABOSA,318539,"Av. Raul Barbosa, Centro",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2760,0,"566,4","566,4",10000000,29/05/2019,29/05/2019,0
N?  2197751-A/2197751/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 25,MONSENHOR TABOSA,318539,"Av. Raul Barbosa, Centro",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2761,0,"460,35","460,35",10000000,29/05/2019,29/05/2019,0
N?  2197753-A/2197753/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 30,MONSENHOR TABOSA,324473,"Travessa Marques G. da Silva, Trizidela",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2762,0,"551,94","551,94",10000000,29/05/2019,29/05/2019,0
N?  2197755-A/2197755/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 31,MONSENHOR TABOSA,324473,"Travessa Marques G. da Silva, Trizidela",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2763,0,"544,71","544,71",10000000,29/05/2019,29/05/2019,0
N?  2197757-A/2197757/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 32,MONSENHOR TABOSA,324472,"SDO 49, s/n, Massapê",UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2764,0,"397,68","397,68",10000000,29/05/2019,29/05/2019,0
N?  2197759-A/2197759/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,Poço Tubular 33,MONSENHOR TABOSA,327878,Lagoa Seca,UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2765,0,"219,33","219,33",10000000,29/05/2019,29/05/2019,0
N?  2197761-A/2197761/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,PT - 34,MONSENHOR TABOSA,327878,Lagoa Seca,UNBPA-MONSENHOR TABOSA,UNBPA - MONSENHOR TABOSA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",2766,0,"320,56","320,56",10000000,29/05/2019,29/05/2019,0
N?  2199109-A/2199109/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Torneira de entrada da ETA,Açude João José de Castro,SUCESSO,320568,ETA SUCESSO,UNBPA-SUCESSO,UN-BPA SUCESSO,Alcalinidade - Bicarbonatos,"2120 B, SMEWW 23rd Ed., 2017",2784,0,"53,61","53,61",1000000,05/06/2019,05/06/2019,0
N?  2199112-A/2199112/UN-BSC,UN-BSC,Água Tratada Saída Sistema,Semestral,Torneira de água tratada do laboratório,Açude João José de Castro,SUCESSO,310902,ETA SUCESSO,UNBPA-SUCESSO,UN-BPA - CATUNDA,Alcalinidade - Bicarbonatos,"2120 B, SMEWW 23rd Ed., 2017",2785,0,"52,56","52,56",1000000,05/06/2019,05/06/2019,0
N?  2199114-A/2199114/UN-BSC,UN-BSC,Água Tratada Rede de Distribuição,Semestral,Torneira de entrada,Açude João José de Castro,SUCESSO,327982,CRAS II - Centro,UNBPA-SUCESSO,UNBPA - SUCESSO,Alcalinidade - Bicarbonatos,"2120 B, SMEWW 23rd Ed., 2017",2786,0,"50,46","50,46",1000000,05/06/2019,05/06/2019,0
N?  2199103-A/2199103/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Tubulação de entrada da ETA,Açude Carmina,CATUNDA,189902,ETA CATUNDA,UNBPA-CATUNDA,UNBPA - CATUNDA,Alcalinidade - Bicarbonatos,"2120 B, SMEWW 23rd Ed., 2017",2787,0,"114,58","114,58",1000000,05/06/2019,05/06/2019,0
N?  2199105-A/2199105/UN-BSC,UN-BSC,Água Tratada Saída Sistema,Semestral,Torneira de água tratada do laboratório,Açude Carmina,CATUNDA,310862,Rua Passagem Angelim - ETA Catunda,UNBPA-CATUNDA,UN-BPA - CATUNDA,Alcalinidade - Bicarbonatos,"2120 B, SMEWW 23rd Ed., 2017",2788,0,"96,71","96,71",1000000,05/06/2019,05/06/2019,0
N?  2199107-A/2199107/UN-BSC,UN-BSC,Água Tratada Rede de Distribuição,Semestral,Torneira de entrada,Açude Carmina,CATUNDA,182984,"Rua Manoel Abreu Sobrinho, nº 51",UNBPA-CATUNDA,UNBPA - CATUNDA,Alcalinidade - Bicarbonatos,"2120 B, SMEWW 23rd Ed., 2017",2789,0,"95,66","95,66",1000000,05/06/2019,05/06/2019,0
N?  2199092-A/2199092/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Tubulação de entrada da ETA,Açude Flor do Campo,NOVO ORIENTE,311943,ETA NOVO ORIENTE,UNBPA-NOVO ORIENTE,UN-BPA - NOVO ORIENTE,Alcalinidade - Bicarbonatos,"2120 B, SMEWW 23rd Ed., 2017",2790,0,"90,4","90,4",1000000,12/06/2019,12/06/2019,0
N?  2199094-A/2199094/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Próximo à captação,Açude do Rodrigo,NOVO ORIENTE,222962,Açude do Rodrigo - S.D.O.,UNBPA-NOVO ORIENTE,UN-BPA - NOVO ORIENTE,Alcalinidade - Bicarbonatos,"2120 B, SMEWW 23rd Ed., 2017",2791,0,"93,56","93,56",1000000,12/06/2019,12/06/2019,0
N?  2199097-A/2199097/UN-BSC,UN-BSC,Água Tratada Saída Sistema,Semestral,Torneira de água tratada do laboratório,Açude Flor do Campo,NOVO ORIENTE,189968,ETA NOVO ORIENTE,UNBPA-NOVO ORIENTE,UNBPA - NOVO ORIENTE,Alcalinidade - Bicarbonatos,"2120 B, SMEWW 23rd Ed., 2017",2792,0,"65,17","65,17",1000000,12/06/2019,12/06/2019,0
N?  2199099-A/2199099/UN-BSC,UN-BSC,Água Tratada Rede de Distribuição,Semestral,Torneira de entrada,Açude Flor do Campo,NOVO ORIENTE,231552,Centro de Educação Otávio R. Cavalcante - R. Cazuza Rocha S/N,UNBPA-NOVO ORIENTE,UN-BPA - NOVO ORIENTE,Alcalinidade - Bicarbonatos,"2120 B, SMEWW 23rd Ed., 2017",2793,0,"63,07","63,07",1000000,12/06/2019,12/06/2019,0
N?  2201210-A/2201210/UN-BSC,UN-BSC,Água Bruta Classe 2,Semestral,Próximo à captação,Açude Colinas,QUITERIANÓPOLIS,145482,SDO - 20m da Captação,UNBPA-QUITERIANOPOLIS,UNBPA - Quiterianópolis,Alcalinidade - Bicarbonatos,"2120 B, SMEWW 23rd Ed., 2017",2794,0,"131,4","131,4",1000000,12/06/2019,12/06/2019,0
N?  2201213-A/2201213/UN-BSC,UN-BSC,Água Tratada Saída Sistema,Semestral,torneira do reservatório elevado,Açude Colinas,QUITERIANÓPOLIS,145581,ETA Quiterianópolis,UNBPA-QUITERIANOPOLIS,UNBPA - Quiterianópolis,Alcalinidade - Bicarbonatos,"2120 B, SMEWW 23rd Ed., 2017",2795,0,"107,22","107,22",1000000,12/06/2019,12/06/2019,0
N?  2201290-A/2201290/UN-BSC,UN-BSC,Água Bruta,Semestral,Tomada d'água da fonte,Fonte,PORANGA,145583,ETA Poranga,UNBPA-PORANGA,UNBPA - PORANGA,Alcalinidade - Bicarbonatos,"2510 B, SMEWW 22nd Ed., 2012",2803,0,"2,1","2,1",10000000,17/06/2019,17/06/2019,0
N?  2201283-A/2201283/UN-BSC,UN-BSC,Água Tratada Saída Sistema,Semestral,Torneira de água tratada do laboratório,Fonte,PORANGA,154550,"R. Bernardino Gomes, s/n, Betânia",UNBPA-PORANGA,UNBPA - Poranga,Alcalinidade - Bicarbonatos,"2510 B, SMEWW 22nd Ed., 2012",2804,0,"4,2","4,2",1000000,17/06/2019,17/06/2019,0
N?  2201286-A/2201286/UN-BSC,UN-BSC,Água Tratada Rede de Distribuição,Semestral,Torneira de entrada,"Poços Tubulares, Fonte",PORANGA,292202,"Rua Miguel Marinho Neto, nº 07, Centro",UNBPA-PORANGA,UN-BPA - PORANGA,Alcalinidade - Bicarbonatos,"2510 B, SMEWW 22nd Ed., 2012",2805,0,"6,31","6,31",1000000,17/06/2019,17/06/2019,0
N?  2201293-A/2201293/UN-BSC,UN-BSC,Água Bruta,Semestral,Torneira de saída do poço,PT - 01,PORANGA,231196,Rua Bernardino Gomes S/N,UNBPA-PORANGA,UN-BPA - PORANGA,Alcalinidade - Bicarbonatos,"2510 B, SMEWW 22nd Ed., 2012",2806,0,"6,31","6,31",10000000,17/06/2019,17/06/2019,0
N?  2201296-A/2201296/UN-BSC,UN-BSC,Água Bruta,Semestral,Tubulação de saída do poço,PT - 03,PORANGA,318531,SDO,UNBPA-PORANGA,UN-BPA,Alcalinidade - Bicarbonatos,"2510 B, SMEWW 22nd Ed., 2012",2807,0,"8,41","8,41",10000000,17/06/2019,17/06/2019,0
N?  2201298-A/2201298/UN-BSC,UN-BSC,Água Bruta,Semestral,Torneira de saída do poço,PT - 04,PORANGA,318530,"Rua Luiz Alves Assunção, s/n",UNBPA-PORANGA,UN-BPA - PORANGA,Alcalinidade - Bicarbonatos,"2510 B, SMEWW 22nd Ed., 2012",2808,0,"4,2","4,2",10000000,17/06/2019,17/06/2019,0
N?  2201320-A/2201320/UN-BSC,UN-BSC,Água Tratada Saída Sistema,Semestral,Torneira do laboratório,Poços Tubulares,ARARENDA,171361,"Rua Pinto Bastos, S/N",ARARENDA,UNBPA - ARARENDÁ,Alcalinidade - Bicarbonatos,"2510 B, SMEWW 22nd Ed., 2012",2809,0,"258,6","258,6",1000000,17/06/2019,17/06/2019,0
N?  2201322-A/2201322/UN-BSC,UN-BSC,Água Tratada Rede de Distribuição,Semestral,Torneira de entrada,Poços Tubulares,ARARENDA,328202,"Rua Um, nº 89 - COHAB",ARARENDA,UNBPA - ARARENDÁ,Alcalinidade - Bicarbonatos,"2510 B, SMEWW 22nd Ed., 2012",2810,0,"257,54","257,54",1000000,17/06/2019,17/06/2019,0
N?  2201324-A/2201324/UN-BSC,UN-BSC,Água Bruta,Semestral,Torneira de saída do poço,PT - 01,ARARENDA,171341,"Rua Henrique Soares, s/n, Centro",ARARENDA,UNBPA - ARARENDÁ,Alcalinidade - Bicarbonatos,"2510 B, SMEWW 22nd Ed., 2012",2811,0,"217,6","217,6",10000000,17/06/2019,17/06/2019,0
N?  2201337-A/2201337/UN-BSC,UN-BSC,Água Bruta,Semestral,Torneira de saída do poço,PT - 02,ARARENDA,171321,"Rua do Canal,S/N - Centro",ARARENDA,UNBPA - ARARENDÁ,Alcalinidade - Bicarbonatos,"2510 B, SMEWW 22nd Ed., 2012",2812,0,"182,91","182,91",10000000,17/06/2019,17/06/2019,0
