Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO
N?  2223139-A/2223139/UN-BAJ,UN-BAJ,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude do Orós - Vila Dnocs,ORÓS,46972,"Restaurante - R. Fares Lopes, s/n",UNBAJ-OROS,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",33,0,"128,25","128,25",1000000,04/09/2019,04/09/2019,0
N?  2223142-A/2223142/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Próximo à captação de água bruta,Açude do Orós,ORÓS,220503,Açude do Orós - Vila DNOCS,UNBAJ-OROS,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",35,0,"128,25","128,25",1000000,04/09/2019,04/09/2019,0
N?  2223144-A/2223144/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude do Orós,ORÓS,44853,"Vila do Dnocs, s/n",UNBAJ-OROS,Saída da ETA (Àgua Tratada),Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",36,0,"121,94","121,94",1000000,03/09/2019,04/09/2019,0
N?  2223217-A/2223217/UN-BAJ,UN-BAJ,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Poços, Açude do Orós - Sítio Jurema",PALESTINA,125461,"Pizzaria  - Rua Joaquim Vicente, s/n",UNBAJ-Palestina do Oros,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",44,0,"151,37","151,37",1000000,04/09/2019,04/09/2019,0
N?  2223219-A/2223219/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Próximo à captação de água bruta,"Poços, Açude do Orós - Sítio Jurema",PALESTINA,316573,Avenida Padre Cícero s/n (Poço 01+Poço 02),UNBAJ-Palestina do Oros,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",46,0,"199,73","199,73",1000000,04/09/2019,04/09/2019,0
N?  2223223-A/2223223/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,"Poços, Açude do Orós - Sítio Jurema",PALESTINA,44863,"Rua Padre Cícero, s/n  - Saída da ETA",UNBAJ-Palestina do Oros,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",47,0,"155,58","155,58",1000000,04/09/2019,04/09/2019,0
N?  2223478-A/2223478/UN-BAJ,UN-BAJ,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Barragem do Rio Jaguaribe,ARNEIROZ,40276,Restaurante - Rua Leonardo Feitosa s/n,UNBAJ-ARNEIROZ,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",55,0,"138,76","138,76",1000000,02/09/2019,02/09/2019,0
N?  2223479-A/2223479/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Próximo à captação de água bruta,Arneiroz II,ARNEIROZ,313822,Açude Arneiroz 2,UNBAJ-ARNEIROZ,Helder Cortez,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",57,0,"128,25","128,25",1000000,02/09/2019,02/09/2019,0
N?  2223482-A/2223482/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Próximo à captação de água bruta,Barragem do Rio Jaguaribe,ARNEIROZ,224575,Captação - Barragem Rio Jaguaribe - Estrada para Aiuaba,UNBAJ-ARNEIROZ,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",58,0,"168,19","168,19",1000000,02/09/2019,02/09/2019,0
N?  2223485-A/2223485/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Barragem do Rio Jaguaribe,ARNEIROZ,196881,"Rua Governador Virgílio Távora, s/n - Estrada para Aiuaba",UNBAJ-ARNEIROZ,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",59,0,"151,37","151,37",1000000,02/09/2019,02/09/2019,0
N?  2223308-A/2223308/UN-BAJ,UN-BAJ,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Rivaldo de Carvalho,CATARINA,42403,"Restaurante - Rua José Rodrigues,s/n",UNBAJ-CATARINA,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",67,0,"365,82","365,82",1000000,02/09/2019,02/09/2019,0
N?  2223309-A/2223309/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Próximo à captação de água bruta,Açude Rivaldo de Carvalho,CATARINA,177721,Açude Rivaldo de Carvalho - Distrito de São Gonçalo,UNBAJ-CATARINA,UNBAJ - CATARINA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",69,0,"269,11","269,11",1000000,02/09/2019,02/09/2019,0
N?  2223310-A/2223310/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude Rivaldo de Carvalho,CATARINA,44497,Saida da ETA (Agua Tratada) - Distrito de São Gonçalo,UNBAJ-CATARINA,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",70,0,"298,54","298,54",1000000,02/09/2019,02/09/2019,0
N?  2223500-A/2223500/UN-BAJ,UN-BAJ,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Puiú,PARAMBU,326465,"Lanchonete Encontro - Rua Santa Rosa, 46",UNBAJ-PARAMBU,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",78,0,"315,36","315,36",1000000,02/09/2019,02/09/2019,0
N?  2223503-A/2223503/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Próximo à captação de água bruta,Açude Puiú,PARAMBU,220561,Açude Puiu - Sítio São Cipriano,UNBAJ-PARAMBU,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",80,0,"336,38","336,38",1000000,02/09/2019,02/09/2019,0
N?  2223505-A/2223505/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Saída do poço / Água bruta,Poço Amazonas,PARAMBU,255422,"Poço Amazonas (Saída do Poço - Água Bruta) - Rua São João, s/n",UNBAJ-PARAMBU,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",81,0,"546,62","546,62",1000000,02/09/2019,02/09/2019,0
N?  2223506-A/2223506/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Saída do poço / Água bruta,Poço,PARAMBU,327785,Poço do Loteamento - Água Bruta (Loteamento Chico Noronha Av. Dico Mateus),UNBAJ-PARAMBU,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",82,0,"496,17","496,17",1000000,02/09/2019,02/09/2019,0
N?  2223509-A/2223509/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Saída do poço / Água bruta,Poços Beleza,PARAMBU,251982,"Poço Beleza - Rua Francisco Cota, s/n",UNBAJ-PARAMBU,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",83,0,"399,46","399,46",1000000,04/09/2019,04/09/2019,0
N?  2223511-A/2223511/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude Puiú,PARAMBU,44509,"Saida da ETA  - Rua Severino A. Pereira, s/n",UNBAJ-PARAMBU,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",84,0,"304,85","304,85",1000000,02/09/2019,02/09/2019,0
N?  2223512-A/2223512/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída do tratamento,Poço Amazonas,PARAMBU,255742,"Saída do Tratamento do Poço Amazonas (Após a desinfecção)  - Rua São João, s/n",UNBAJ-PARAMBU,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",85,0,"555,03","555,03",1000000,02/09/2019,02/09/2019,0
N?  2223514-A/2223514/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída do tratamento,Poços Beleza,PARAMBU,251984,"Saída do Reservatório dos Poços Beleza - Travessa Francisco Cota, s/n",UNBAJ-PARAMBU,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",86,0,"433,09","433,09",1000000,02/09/2019,02/09/2019,0
N?  2223516-A/2223516/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída do tratamento,Poço,PARAMBU,327786,Poço do Loteamento - Após desinfecção,UNBAJ-PARAMBU,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",87,0,"462,53","462,53",1000000,02/09/2019,02/09/2019,0
N?  2223443-A/2223443/UN-BAJ,UN-BAJ,Água Tratada Rede de Distribuição,IQAD,Torneira de saída da ETA,Barragem do Trici,TAUA,326466,"Churrascaria - Rodovia da Confiança, 802",UNBAJ-TAUA,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",117,0,"103,02","103,02",1000000,02/09/2019,02/09/2019,0
N?  2223447-A/2223447/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Próximo à captação de água bruta,Barragem do Trici,TAUA,207002,Sítio Trici - Tauá,UNBAJ-TAUA,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",119,0,"107,22","107,22",1000000,02/09/2019,02/09/2019,0
N?  2223450-A/2223450/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Barragem do Trici,TAUA,272982,"Avenida Chermont Alves de Oliveira, s/n",UNBAJ-TAUA,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",120,0,"109,32","109,32",1000000,02/09/2019,02/09/2019,0
N?  2224487-A/2224487/UN-BAJ,UN-BAJ,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude João Luís,ALAGOINHA,136001,"Lanchonete - Rua SDO - 03, 15",UNBAJ-ALAGOINHA,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",128,0,"136,66","136,66",1000000,10/09/2019,10/09/2019,0
N?  2224488-A/2224488/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Próximo à captação de água bruta,Açude João Luís,ALAGOINHA,224622,Captação - Açude João Luís - Distrito Alagoinha,UNBAJ-ALAGOINHA,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",130,0,"147,17","147,17",1000000,10/09/2019,10/09/2019,0
N?  2224489-A/2224489/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude João Luís,ALAGOINHA,224624,"ETA - Rua João Luis, s/n",UNBAJ-ALAGOINHA,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",131,0,"145,07","145,07",1000000,10/09/2019,10/09/2019,0
N?  2237061-A/2237061/UN-BAJ,UN-BAJ,Água Bruta,Completa,Saída do RAP,Poços da área de captação do Rio Jaguaribe,IGUATU,330683,Poços da Área de captação do Rio Jaguaribe - Vila Neuma,UNBAJ - IGUATU,SAAE - IGUATU,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",740,0,"178,7","178,7",10000000,06/11/2019,06/11/2019,0
N?  2237065-A/2237065/UN-BAJ,UN-BAJ,Água Bruta,Completa,Saída do RAP,Aquífero Julião,IGUATU,330685,Aquífero Julião - RAP de Reunião,UNBAJ - IGUATU,SAAE - IGUATU,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",741,0,"136,66","136,66",10000000,06/11/2019,06/11/2019,0
N?  2237066-A/2237066/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,"Aquífero Julião, Poços da área de captação do Rio Jaguaribe",IGUATU,330682,"ETA COCOBÓ - Rua Professor Antônio Chaves, s/n",UNBAJ - IGUATU,SAAE - IGUATU,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",742,0,"124,04","124,04",1000000,06/11/2019,06/11/2019,0
N?  2237067-A/2237067/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de entrada,"Aquífero Julião, Poços da área de captação do Rio Jaguaribe",IGUATU,330684,"Rua 15 de Novembro, nº 386",UNBAJ - IGUATU,SAAE - IGUATU,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",743,0,"124,04","124,04",1000000,06/11/2019,06/11/2019,0
N?  2236981-A/2236981/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Próximo à Captação,Barragem do Quincoê,ACOPIARA,220581,"Barragem do Quincoê - Rua Luiz Gonzaga de Mendonça, s/n",UNBAJ-ACOPIARA,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",744,0,"187,11","187,11",1000000,04/11/2019,04/11/2019,0
N?  2224490-A/2224490/UN-BAJ,UN-BAJ,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude João Luís, Poço Sipaúba 2",ARARIPE,40722,"Restaurante - R. Vicente A. Barbosa, 661",UNBAJ-ARARIPE,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",865,0,"140,86","140,86",1000000,10/09/2019,10/09/2019,0
N?  2224491-A/2224491/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Saída do poço (cano),Poço Sipaúba 2,ARARIPE,314746,Poço Sipaúba 02,UNBAJ-ARARIPE,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",867,0,"140,86","140,86",1000000,10/09/2019,10/09/2019,0
N?  2224492-A/2224492/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída do tratamento,"Açude João Luís, Poço Sipaúba 2",ARARIPE,303744,"R. Antonio Nunes de Alencar, s/n - Saída do Reservatório (Poços)",UNBAJ-ARARIPE,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",868,0,"140,86","140,86",1000000,10/09/2019,10/09/2019,0
N?  2224494-A/2224494/UN-BAJ,UN-BAJ,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude João Luís, Poço 01",PAJEU,42693,"Restaurante - Rua Prof. Félix Pereira, s/n",UNBAJ-PAJEÚ,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",876,0,"214,44","214,44",1000000,10/09/2019,10/09/2019,0
N?  2224495-A/2224495/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Saída do poço / Água bruta,Poço 01,PAJEU,314433,Poço 01 - Distrito de Pajeú (Antes da cloração),UNBAJ-PAJEÚ,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",878,0,"285,93","285,93",1000000,10/09/2019,10/09/2019,0
N?  2224496-A/2224496/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída do tratamento,Poço 01,PAJEU,314435,Saída do Poço - Água tratada (Após a cloração),UNBAJ-PAJEÚ,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",879,0,"189,22","189,22",1000000,10/09/2019,10/09/2019,0
N?  2224742-A/2224742/UN-BAJ,UN-BAJ,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mamoeiro,ANTONINA DO NORTE,40148,"Restaurante - Rua Santo Antonio, 71",UNBAJ-ANTONINA DO NORTE,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",887,0,"86,2","86,2",1000000,10/09/2019,10/09/2019,0
N?  2223117-A/2223117/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Próximo à captação de água bruta,Açude Mamoeiro,ANTONINA DO NORTE,207022,Açude Mamoeiro - Vila Luziania - Antonina do Norte,UNBAJ-ANTONINA DO NORTE,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",889,0,"105,12","105,12",1000000,03/09/2019,03/09/2019,0
N?  2223119-A/2223119/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude Mamoeiro,ANTONINA DO NORTE,193206,Vila Luziania - ETA Mamoeiro,UNBAJ-ANTONINA DO NORTE,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",890,0,"90,4","90,4",1000000,03/09/2019,03/09/2019,0
N?  2223132-A/2223132/UN-BAJ,UN-BAJ,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mamoeiro,TABOLEIRO,44780,"Lanchonete - Av. Perimetral, 02",UNBAJ-Tabuleiro dos Mendes,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",898,0,"90,4","90,4",1000000,03/09/2019,03/09/2019,0
N?  2224483-A/2224483/UN-BAJ,UN-BAJ,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Canoas,ASSARÉ,42455,"Restaurante -  Praça Mercado,s/n",UNBAJ-ASSARE,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",899,0,"126,14","126,14",1000000,10/09/2019,10/09/2019,0
N?  2224484-A/2224484/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Próximo à captação de água bruta,Açude Canoas,ASSARÉ,207062,Açude Canoas - Sítio Voltas - Assaré,UNBAJ-ASSARE,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",901,0,"128,25","128,25",1000000,10/09/2019,10/09/2019,0
N?  2224485-A/2224485/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude Canoas,ASSARÉ,44892,"R. José Henrique, s/n - B. Canto Alegre",UNBAJ-ASSARE,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",902,0,"134,55","134,55",1000000,10/09/2019,10/09/2019,0
N?  2223344-A/2223344/UN-BAJ,UN-BAJ,Água Tratada Rede de Distribuição,IQAD,Torneira de saída da ETA,Poço PP - 05,CAMPOS SALES,42065,"Restaurante - R. Júlio Norões, 417",UNBAJ-CAMPOS SALES,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",910,0,"159,78","159,78",1000000,03/09/2019,03/09/2019,0
N?  2223346-A/2223346/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Saída do poço / Água bruta,PT - 15,CAMPOS SALES,308643,PT-15 Rua  Alencar Pereira - B. Aparecida,UNBAJ-CAMPOS SALES,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",912,0,"382,64","382,64",1000000,03/09/2019,03/09/2019,0
N?  2223347-A/2223347/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Saída do poço / Água bruta,PT - 16,CAMPOS SALES,308644,PT-16 Rua  Alencar Pereira - B. Aparecida,UNBAJ-CAMPOS SALES,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",913,0,"407,87","407,87",1000000,03/09/2019,03/09/2019,0
N?  2223348-A/2223348/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Saída do poço / Água bruta,PT - 19,CAMPOS SALES,315147,Poço 19 - Bairro Quadra G - Saída do Poço,UNBAJ-CAMPOS SALES,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",914,0,"466,73","466,73",1000000,03/09/2019,03/09/2019,0
N?  2223349-A/2223349/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Saída do poço / Água bruta,PT - 20,CAMPOS SALES,315148,Poço 20 - Sítio Varzinha - Saída do Poço,UNBAJ-CAMPOS SALES,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",915,0,"210,24","210,24",1000000,03/09/2019,03/09/2019,0
N?  2223351-A/2223351/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Saída do poço / Água bruta,Açude Poço da Pedra,CAMPOS SALES,44804,Açude Poço da Pedra - Sítio Belém,UNBAJ-CAMPOS SALES,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",916,0,"109,32","109,32",1000000,03/09/2019,03/09/2019,0
N?  2223353-A/2223353/UN-BAJ,UN-BAJ,Água Bruta Classe 2,Completa,Saída do poço / Água bruta,Poço PP - 05,CAMPOS SALES,227190,Chapada do Araripe - Serra dos Carneiros - PP05,UNBAJ-CAMPOS SALES,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",917,0,"117,73","117,73",1000000,03/09/2019,03/09/2019,0
N?  2223355-A/2223355/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude Poço da Pedra,CAMPOS SALES,44800,Sítio Belém,UNBAJ-CAMPOS SALES,Saída da ETA (Àgua Tratada),Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",918,0,"126,14","126,14",1000000,03/09/2019,03/09/2019,0
N?  2223366-A/2223366/UN-BAJ,UN-BAJ,Água Tratada Saída Sistema,Completa,Saída do Poço - Após a Cloração,Poços Aparecida,CAMPOS SALES,311283,Bairro Aparecida - Após a cloração,UNBAJ-CAMPOS SALES,CAGECE - UNBAJ,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",919,0,"386,84","386,84",1000000,03/09/2019,03/09/2019,0
